user_id,name,age,location,instrument,genres,skill_level,experience_years,purpose,frequency,available_days,communication_style,bio
286,Yuki286,42,Nara,bass,anime,intermediate,1,professional,biweekly,"flexible,weekday_night",chat_mainly,Naraでバンド活動をしたいです。bass担当で、animeを中心に演奏しています。
287,Daichi287,43,Tokyo,drums,folk,intermediate,10,hobby,twice_or_more_weekly,weekday_night,voice_call_ok,Tokyoでバンド活動をしたいです。drums担当で、folkを中心に演奏しています。
288,Ryo288,35,Tokyo,vocal,metal,advanced,17,live_performance,twice_or_more_weekly,"sunday,weekday_night",chat_mainly,Tokyoでバンド活動をしたいです。vocal担当で、metalを中心に演奏しています。
289,Taku289,35,Fukuoka,keyboard,"folk,anime,citypop",intermediate,3,hobby,biweekly,sunday,voice_call_ok,biweeklyくらいのペースで無理なく活動したいです。folk、anime、citypopが好きな方とつながりたいです。
290,Noa290,34,Kobe,sax,rock,beginner,15,live_performance,twice_or_more_weekly,sunday,in_person_mainly,saxとして活動しています。rockが好きで、live_performance目的の活動に興味があります。
291,Ren291,21,Fukuoka,drums,folk,beginner,10,hobby,twice_or_more_weekly,weekday_night,voice_call_ok,Fukuokaでバンド活動をしたいです。drums担当で、folkを中心に演奏しています。
292,Kenta292,34,Kyoto,drums,citypop,advanced,1,professional,twice_or_more_weekly,"saturday,sunday",in_person_mainly,drumsとして活動しています。citypopが好きで、professional目的の活動に興味があります。
293,Haru293,21,Nara,sax,"anime,blues,funk",advanced,7,original_band,twice_or_more_weekly,"sunday,saturday",chat_mainly,saxとして活動しています。anime、blues、funkが好きで、original_band目的の活動に興味があります。
294,Mei294,37,Nagoya,sax,"metal,anime,folk",advanced,17,live_performance,biweekly,sunday,in_person_mainly,biweeklyくらいのペースで無理なく活動したいです。metal、anime、folkが好きな方とつながりたいです。
295,Haru295,40,Nagoya,guitar,"citypop,anime,folk",beginner,11,professional,twice_or_more_weekly,"sunday,saturday",chat_mainly,Nagoya周辺でcitypop、anime、folk系の音楽を一緒にできるメンバーを探しています。担当はguitarです。
296,Aki296,30,Kyoto,vocal,"rock,funk,jazz",beginner,9,original_band,biweekly,sunday,chat_mainly,Kyoto周辺でrock、funk、jazz系の音楽を一緒にできるメンバーを探しています。担当はvocalです。
297,Aya297,44,Nara,vocal,"citypop,funk,anime",advanced,17,cover_band,biweekly,"weekday_night,saturday",voice_call_ok,Naraでバンド活動をしたいです。vocal担当で、citypop、funk、animeを中心に演奏しています。
298,Taku298,35,Osaka,vocal,"metal,funk,citypop",intermediate,7,original_band,biweekly,sunday,voice_call_ok,vocalとして活動しています。metal、funk、citypopが好きで、original_band目的の活動に興味があります。
299,Yuki299,23,Kyoto,sax,"pop,blues,rock",intermediate,8,professional,weekly,saturday,in_person_mainly,weeklyくらいのペースで無理なく活動したいです。pop、blues、rockが好きな方とつながりたいです。
300,Aki300,28,Nara,sax,rock,beginner,10,professional,monthly,"flexible,sunday",in_person_mainly,monthlyくらいのペースで無理なく活動したいです。rockが好きな方とつながりたいです。
